Honorific,Salutation,Post Nominals,Surname,Image ,First Name,Preferred Name,Email,Facebook,Twitter,Other,Electorate,State,Telephone,Fax,Electorate Address Line 1,Electorate Address Line 2,Electorate Suburb,Electorate State,Electorate PostCode,Electorate Telephone,Electorate Fax,Electorate Postal Address,Electorate Postal Suburb,Electorate Postal State,Electorate Postal Postcode,Parliamental and Ministerial Titles
Dr,Dr,MP,Webster,/images/mps/10935.jpg,Anne,Anne,Anne.Webster.MP@aph.gov.au,https://www.facebook.com/AnneWebster.Nationals/,,,Mallee,VIC,(02) 6277 4027,(02) 6277 8406,1/146A Eighth Street,,Mildura,VIC,3500,(03) 5021 5987,,PO Box 1133,Mildura,VIC,3502,Ê
Ms,Ms,MP,Wells,/images/mps/10931.jpg,Anika,Anika,,,,,Lilley,QLD,(02) 6277 4299,(02) 6277 8460,Ground floor,1176 Sandgate Road,Nundah,QLD,4012,(07) 3266 8244,,PO Box 182,Nundah,QLD,4012,Ê
Mrs,Mrs,MP,Wicks,/images/mps/10811.jpg,Lucy,,,https://www.facebook.com/LucyWicksMP,https://twitter.com/LucyWicksMP,/Senators_and_Members/Contact_Senator_or_Member?MPID=241590,Robertson,NSW,(02) 6277 4738,(02) 6277 4739,Level 3,69 Central Coast Highway,West Gosford,NSW,2250,(02) 4322 2400,(02) 4322 2499,"Level 3, 69 Central Coast Highway",West Gosford,NSW,2250,Ê
Mr,Mr,MP,Wilkie,/images/mps/10727.jpg,Andrew,Andrew,,,,,Clark,TAS,(02) 6277 4766,(02) 6277 8579,188 Collins Street,,Hobart,TAS,7001,(03) 6234 5255,(03) 6223 8560,PO Box 32,Hobart,TAS,7001,Ê
Mr,Mr,MP,Wilson,/images/mps/10893.jpg,Timothy,Josh,Tim.Wilson.MP@aph.gov.au,https://www.facebook.com/TimWilsonMP,https://twitter.com/timwilsonmp,,Goldstein,VIC,(02) 6277 2392,(02) 6277 8545,368 Centre Road,,Bentleigh,VIC,3204,(03) 9557 4644,,368 Centre Road,Bentleigh,VIC,3204,Shadow Assistant Minister for the Environment
Mr,Mr,MP,Wilson,/images/mps/10894.jpg,Joshua,Rick,Josh.Wilson.MP@aph.gov.au,https://www.facebook.com/josh4fremantle,https://twitter.com/joshwilsonmp,,Fremantle,WA,(02) 6277 2081,(02) 6277 8437,62 Wray Avenue,,Fremantle,WA,6160,(08) 9335 8555,(08) 9336 1059,PO Box 1224,Fremantle,WA,6160,Ê
Mr,Mr,MP,Wilson,/images/mps/10816.jpg,Richard,Tim,,https://www.facebook.com/RickWilsonMP,,/Senators_and_Members/Contact_Senator_or_Member?MPID=198084,O'Connor,WA,(02) 6277 4101,(02) 6277 2073,345 Hannan Street,,Kalgoorlie,WA,6430,(08) 9021 2044,(08) 9021 2033,PO Box 10415,Kalgoorlie,WA,6430,Ê
Hon,Mr,MP,Wood,/images/mps/10679.jpg,Jason,Jason,,https://www.facebook.com/JasonWood.updates,https://twitter.com/JasonWood_MP,/Senators_and_Members/Contact_Senator_or_Member?MPID=E0F,La Trobe,VIC,(02) 6277 4982,(02) 6277 4994,Unit 3,16 Langmore Lane,Berwick,VIC,3806,(03) 9768 9164,,PO Box 539,Berwick,VIC,3806,"Assistant Minister for Customs, Community Safety and Multicultural Affairs"
Hon,Mr,AM MP,Wyatt,/images/mps/10730.jpg,Kenneth,Ken,,,http://twitter.com/KenWyattMP,/Senators_and_Members/Contact_Senator_or_Member?MPID=M3A,Hasluck,WA,(02) 6277 7780,,"Shop 10-12 Forrestfield Forum, 80 Hale Road",,Forrestfield,WA,6058,(08) 9359 0322,(08) 9359 0197,PO Box 325,Forrestfield,WA,6058,Minister for Indigenous Australians
Mr,Mr,MP,Young,/images/mps/10933.jpg,Terry,Terry,Terry.Young.MP@aph.gov.au,https://www.facebook.com/TerryYoungMP/,,,Longman,QLD,(02) 6277 4030,(02) 6277 8407,Unit A (Level 1),69 King Street,Caboolture,QLD,4510,(07) 5432 3177,,PO Box 42,Caboolture,QLD,4510,Ê
Mr,Mr,MP,Zappia,/images/mps/10695.jpg,Antonio,Tony,Tony.Zappia.MP@aph.gov.au,,,,Makin,SA,(02) 6277 4147,(02) 6277 8592,959 North East Road,,Modbury,SA,5092,(08) 8265 3100,(08) 8265 3900,PO Box 775,Modbury,SA,5092,Ê
Mr,Mr,MP,Zimmerman,/images/mps/10844.jpg,Trent,Trent,Trent.Zimmerman.MP@aph.gov.au,https://www.facebook.com/TrentZimmerman,,/Senators_and_Members/Contact_Senator_or_Member?MPID=203092,North Sydney,NSW,(02) 6277 4744,(02) 6277 8405,"Level 10, 2 Elizabeth Plaza",,North Sydney,NSW,2060,(02) 9929 9822,(02) 9929 9833,PO Box 1107,North Sydney,NSW,2060,Ê
